employee_id,nationality_group,industry,job_category,monthly_salary_kwd,start_date,end_date,reason_for_leaving,filed_dispute
3866,Western,IT,Clerk,172.15,2012-03-31,2015-01-15,Termination,0
3867,South Asian,Logistics,Clerk,211.48,2009-06-25,2017-04-07,Termination,0
3868,South Asian,Oil & Gas,IT Professional,679.88,2013-09-07,2023-09-10,Termination,0
3869,Arab,Construction,IT Professional,710.9,2009-08-22,2012-10-07,Termination,0
3870,African,Logistics,Electrician,210.76,2010-06-01,2016-01-25,Termination,0
3871,African,Construction,Cook,138.82,2004-01-04,2010-09-28,Resignation,0
3872,South Asian,Construction,Cook,124.62,2009-06-18,2012-05-05,Termination,0
3873,South Asian,Oil & Gas,Electrician,126.28,2010-06-19,2021-09-12,Termination,0
3874,Arab,Construction,Accountant,293.06,2011-04-19,2020-05-28,Termination,0
3875,Arab,Oil & Gas,Nurse,459.45,2017-08-23,2020-12-22,Resignation,1
3876,Arab,Construction,Plumber,172.87,2008-05-17,2011-09-01,Resignation,0
3877,Southeast Asian,Construction,Nurse,377.91,2009-10-31,2017-12-27,Resignation,0
3878,South Asian,Health,Nurse,464.77,2013-05-09,2022-11-11,Termination,0
3879,Southeast Asian,Construction,Nurse,446.16,2017-12-27,2020-11-13,Contract End,0
3880,South Asian,Logistics,Labourer,111.19,2013-01-03,2020-06-02,Contract End,0
3881,South Asian,Retail,IT Professional,513.27,2012-10-01,2019-07-19,Resignation,0
3882,Arab,Hospitality,Engineer,1126.58,2013-02-27,2017-05-05,Resignation,0
3883,South Asian,Construction,Plumber,239.63,2002-08-15,2013-10-28,Termination,1
3884,South Asian,Oil & Gas,Helper,135.17,2018-05-15,2024-07-23,Resignation,0
3885,South Asian,Retail,Driver,129.81,2012-10-14,2022-02-19,Termination,1
3886,South Asian,Logistics,Accountant,399.4,2004-03-04,2010-04-12,Termination,0
3887,South Asian,Logistics,Helper,138.65,2003-10-28,2012-01-18,Resignation,0
3888,Arab,Logistics,Electrician,174.84,2006-10-25,2013-04-03,Termination,1
3889,South Asian,Construction,Clerk,227.6,2018-08-29,2022-10-30,Resignation,0
3890,South Asian,Oil & Gas,Helper,140.3,2017-03-09,2023-02-10,Resignation,0
3891,South Asian,Construction,Accountant,373.15,2014-12-20,2024-08-15,Resignation,0
3892,South Asian,Finance,Plumber,233.95,2021-03-09,2023-05-21,Termination,0
3893,Western,Construction,Engineer,909.4,2008-12-26,2015-03-12,Resignation,0
3894,Arab,Construction,Manager,1279.15,2011-09-25,2020-01-29,Resignation,0
3895,Southeast Asian,Retail,Helper,116.54,2006-08-07,2013-06-22,Resignation,0
3896,South Asian,Retail,Accountant,347.47,2010-01-02,2020-07-06,Resignation,0
3897,South Asian,Construction,Nurse,591.74,2014-11-11,2021-03-17,Termination,1
3898,African,Construction,Engineer,782.1,2017-04-09,2022-08-19,Resignation,0
3899,Southeast Asian,Retail,Accountant,405.32,2012-07-30,2016-12-15,Resignation,0
3900,South Asian,Construction,Manager,1628.82,2014-07-08,2023-07-20,Contract End,0
3901,Arab,Retail,Electrician,173.27,2004-11-07,2014-02-01,Termination,1
3902,South Asian,Logistics,Accountant,249.2,2013-09-28,2015-10-17,Resignation,0
3903,South Asian,Construction,Clerk,244.89,2010-04-30,2012-12-29,Termination,0
3904,Arab,Retail,Labourer,117.19,2018-03-24,2020-05-05,Resignation,0
3905,Western,Retail,Nurse,342.16,2006-05-19,2017-08-12,Termination,1
3906,South Asian,Construction,Plumber,163.01,2010-04-20,2016-12-19,Resignation,0
3907,South Asian,Construction,Cook,197.36,2016-11-19,2021-08-23,Termination,0
3908,African,Oil & Gas,Driver,134.87,2001-03-10,2012-11-17,Termination,0
3909,Southeast Asian,Retail,Nurse,360.13,2014-01-17,2022-05-11,Resignation,0
3910,South Asian,Construction,Cook,134.44,2007-07-31,2012-08-19,Contract End,0
3911,Southeast Asian,Logistics,Manager,724.07,2015-12-15,2022-07-31,Resignation,0
3912,South Asian,Retail,Clerk,230.84,2011-07-04,2019-09-29,Contract End,0
3913,Southeast Asian,Retail,IT Professional,331.34,2003-12-04,2011-10-16,Resignation,0
3914,Arab,IT,Accountant,381.74,2007-07-24,2018-06-05,Termination,0
3915,Southeast Asian,IT,Electrician,154.04,2002-09-26,2013-05-07,Resignation,0
3916,South Asian,Hospitality,Nurse,509.84,2016-04-26,2024-07-16,Resignation,0
3917,South Asian,Oil & Gas,IT Professional,643.35,2002-02-14,2011-02-15,Resignation,0
3918,South Asian,Retail,Manager,1889.24,2015-04-28,2018-05-26,Resignation,0
3919,Arab,Retail,Labourer,110.94,2003-08-13,2010-07-23,Resignation,0
3920,South Asian,Oil & Gas,Plumber,128.35,2020-02-29,2024-04-12,Resignation,0
3921,African,Construction,Labourer,109.8,2010-05-18,2017-09-02,Contract End,0
3922,Southeast Asian,IT,Electrician,228.85,2013-11-14,2016-03-10,Resignation,0
3923,Arab,Oil & Gas,Driver,163.28,2018-05-12,2021-11-24,Resignation,0
3924,Southeast Asian,Finance,Electrician,212.24,2005-10-30,2016-08-20,Termination,1
3925,South Asian,Hospitality,Helper,126.2,2012-02-29,2017-02-05,Resignation,0
3926,African,IT,Clerk,222.72,2010-08-11,2016-12-09,Termination,0
3927,African,Retail,IT Professional,444.58,2017-01-14,2020-10-20,Resignation,0
3928,Arab,Construction,Cook,143.82,2007-09-14,2018-05-24,Resignation,0
3929,Western,Retail,Nurse,528.55,2017-10-27,2019-05-14,Resignation,0
3930,South Asian,Oil & Gas,Manager,576.38,2002-12-08,2011-10-24,Resignation,0
3931,Arab,Retail,Manager,1741.76,2011-07-25,2021-08-31,Contract End,0
3932,South Asian,Retail,Electrician,186.78,2010-03-17,2017-09-11,Resignation,0
3933,South Asian,Health,Cook,143.4,2002-03-15,2012-08-20,Resignation,0
3934,Western,Oil & Gas,Engineer,458.99,2012-12-07,2022-05-23,Resignation,1
3935,Arab,Logistics,Accountant,317.07,2011-04-05,2020-05-25,Resignation,0
3936,Western,Construction,Plumber,208.25,2012-06-20,2022-04-26,Resignation,0
3937,South Asian,Logistics,Helper,113.02,2012-08-15,2024-01-15,Resignation,0
3938,South Asian,IT,Nurse,390.58,2008-04-25,2019-09-05,Resignation,0
3939,South Asian,IT,Engineer,1159.31,2011-06-21,2015-04-19,Resignation,0
3940,Southeast Asian,Health,Clerk,157.52,2019-06-18,2020-12-31,Resignation,0
3941,African,Construction,Accountant,288.89,2009-05-24,2011-05-04,Termination,1
3942,South Asian,Construction,Electrician,222.94,2011-11-10,2020-09-28,Contract End,0
3943,South Asian,Construction,Manager,769.1,2017-08-13,2019-02-09,Resignation,1
3944,South Asian,Retail,Engineer,943.08,2015-02-06,2016-09-01,Resignation,0
3945,South Asian,Health,IT Professional,267.24,2003-03-18,2013-09-11,Resignation,0
3946,Southeast Asian,Retail,Labourer,132.38,2020-09-24,2023-09-22,Resignation,0
3947,South Asian,Construction,Nurse,358.34,2009-06-29,2016-08-11,Resignation,0
3948,South Asian,IT,Engineer,931.75,2001-12-02,2013-01-18,Resignation,0
3949,South Asian,Construction,Engineer,822.61,2007-08-27,2014-12-15,Termination,0
3950,South Asian,Finance,Accountant,375.28,2023-02-03,2024-09-18,Resignation,1
3951,South Asian,Finance,Helper,139.08,2014-12-28,2018-01-26,Resignation,0
3952,South Asian,Retail,Nurse,431.42,2015-10-02,2021-01-24,Resignation,0
3953,South Asian,Construction,Driver,166.14,2013-12-14,2023-12-25,Termination,0
3954,Western,Construction,Plumber,168.24,2019-05-15,2022-10-15,Resignation,0
3955,South Asian,Construction,Clerk,199.1,2001-12-07,2011-08-09,Termination,0
3956,South Asian,Health,Helper,146.4,2004-11-29,2011-05-31,Resignation,0
3957,Southeast Asian,Construction,Plumber,235.28,2014-04-23,2017-04-04,Resignation,0
3958,African,Health,Helper,147.48,2018-08-03,2024-03-25,Termination,1
3959,South Asian,Health,Accountant,388.23,2012-10-11,2024-01-21,Resignation,0
3960,South Asian,Logistics,Nurse,515.36,2014-03-27,2017-09-27,Termination,0
3961,African,Construction,Nurse,401.94,2009-07-18,2018-07-03,Resignation,0
3962,Southeast Asian,Retail,Driver,131.43,2011-06-14,2023-03-28,Resignation,1
3963,Arab,Oil & Gas,Driver,169.72,2016-09-26,2024-04-15,Resignation,0
3964,South Asian,Oil & Gas,Helper,136.8,2006-11-01,2012-12-29,Resignation,0
3965,Western,Health,Driver,170.24,2022-05-22,2024-10-13,Resignation,0
3966,South Asian,Finance,IT Professional,272.04,2017-12-31,2024-05-11,Resignation,1
3967,South Asian,Retail,Cook,140.37,2005-05-04,2015-08-06,Resignation,0
3968,South Asian,Oil & Gas,Cook,184.46,2021-06-22,2024-06-03,Contract End,0
3969,Arab,Retail,Nurse,584.09,2010-10-24,2017-06-28,Termination,0
3970,Southeast Asian,Oil & Gas,Accountant,228.74,2010-07-31,2017-08-22,Resignation,0
3971,Western,Retail,Clerk,163.82,2010-11-09,2020-04-09,Termination,1
3972,South Asian,Construction,Driver,122.06,2014-02-12,2017-04-28,Resignation,1
3973,South Asian,Hospitality,Nurse,410.02,2006-09-10,2016-11-24,Termination,0
3974,South Asian,Construction,Nurse,591.27,2011-02-23,2020-09-30,Termination,1
3975,Arab,Retail,Clerk,208.69,2013-05-31,2015-09-06,Resignation,0
3976,South Asian,Logistics,Nurse,514.57,2012-12-31,2014-04-08,Termination,0
3977,Southeast Asian,Logistics,Manager,708.9,2010-12-30,2012-03-16,Resignation,1
3978,South Asian,Oil & Gas,Cook,192.43,2017-07-11,2020-09-01,Resignation,0
3979,Arab,Construction,Cook,207.99,2016-11-17,2018-01-22,Contract End,0
3980,South Asian,Retail,Labourer,104.37,2013-05-27,2017-02-17,Termination,0
3981,Arab,Retail,Nurse,365.77,2020-02-15,2022-10-04,Resignation,0
3982,Arab,IT,IT Professional,620.37,2009-05-23,2013-07-04,Termination,1
3983,Arab,Retail,Labourer,111.27,2012-03-20,2022-02-14,Resignation,0
3984,Arab,Retail,Nurse,387.96,2011-10-11,2023-09-14,Termination,1
3985,South Asian,IT,Nurse,486.25,2008-09-06,2015-04-29,Contract End,0
3986,South Asian,Retail,Plumber,247.97,2006-06-04,2012-06-07,Resignation,0
3987,Arab,Hospitality,Electrician,144.24,2011-10-01,2018-01-17,Resignation,0
3988,South Asian,Retail,IT Professional,412.0,2013-04-02,2022-01-13,Resignation,0
3989,Western,Hospitality,Nurse,370.04,2013-06-15,2016-02-10,Resignation,0
3990,African,IT,Labourer,108.31,2008-12-03,2012-02-11,Resignation,0
3991,Southeast Asian,Health,Accountant,241.68,2013-04-13,2023-12-15,Contract End,0
3992,Arab,Construction,Accountant,324.52,2005-05-11,2013-09-25,Resignation,0
3993,South Asian,Health,Labourer,136.44,2001-09-22,2013-01-15,Resignation,0
3994,Southeast Asian,Finance,Electrician,184.45,2004-01-06,2012-05-02,Termination,0
3995,South Asian,Health,Engineer,719.26,2014-06-28,2019-09-01,Resignation,0
3996,Western,Logistics,Labourer,123.63,2016-10-31,2024-09-22,Resignation,0
3997,African,Construction,IT Professional,555.4,2013-07-10,2022-07-08,Termination,1
3998,South Asian,Oil & Gas,Accountant,300.55,2007-06-26,2016-12-06,Resignation,0
3999,Southeast Asian,Construction,Labourer,106.79,2017-01-16,2023-07-31,Termination,0
4000,South Asian,Retail,Engineer,475.06,2000-12-19,2012-06-07,Resignation,0
4001,Southeast Asian,Logistics,Nurse,528.55,2006-02-26,2017-05-01,Resignation,0
4002,South Asian,Construction,Nurse,445.79,2013-06-13,2017-12-16,Termination,0
4003,South Asian,IT,Clerk,212.24,2004-10-09,2010-06-24,Contract End,0
4004,Southeast Asian,Construction,Helper,137.79,2012-12-18,2023-09-29,Resignation,1
4005,Arab,Finance,Helper,128.28,2014-07-27,2022-06-06,Contract End,0
4006,Arab,Oil & Gas,Labourer,105.58,2010-01-02,2017-04-20,Resignation,0
4007,Arab,Construction,Cook,184.06,2013-10-19,2020-10-31,Contract End,0
4008,South Asian,Construction,IT Professional,702.73,2014-06-21,2020-09-24,Termination,0
4009,South Asian,Retail,Manager,1443.32,2019-08-01,2020-11-07,Termination,1
4010,African,Construction,Helper,141.5,2000-12-12,2010-10-02,Resignation,0
4011,Western,Hospitality,IT Professional,721.71,2003-05-13,2013-03-15,Resignation,0
4012,South Asian,Health,Engineer,713.88,2019-04-29,2023-08-02,Resignation,0
4013,Arab,Oil & Gas,Helper,123.73,2014-09-06,2024-01-26,Termination,1
4014,South Asian,Retail,IT Professional,294.42,2012-11-16,2014-03-16,Resignation,0
4015,South Asian,Construction,Cook,129.07,2002-09-13,2012-05-05,Termination,0
4016,South Asian,Retail,Accountant,323.61,2010-07-02,2014-10-28,Resignation,0
4017,South Asian,Health,Driver,146.96,2002-11-27,2013-04-03,Resignation,0
4018,South Asian,Hospitality,Cook,154.97,2013-01-16,2014-08-19,Contract End,0
4019,South Asian,Health,Helper,111.2,2004-04-06,2011-09-21,Contract End,0
4020,Western,Hospitality,Clerk,211.4,2017-01-12,2024-09-12,Resignation,0
4021,Arab,Retail,Driver,120.65,2012-07-03,2023-01-23,Resignation,0
4022,African,Hospitality,Helper,106.67,2003-01-12,2012-11-13,Resignation,0
4023,Arab,Health,Clerk,217.0,2013-08-08,2020-07-23,Termination,1
4024,South Asian,Logistics,Engineer,1090.77,2012-11-10,2024-08-13,Termination,0
4025,South Asian,IT,Driver,140.48,2018-08-08,2020-07-20,Termination,0
4026,Southeast Asian,Retail,Accountant,272.47,2012-04-23,2015-12-06,Resignation,0
4027,South Asian,Hospitality,Engineer,729.09,2009-02-23,2014-10-31,Resignation,0
4028,South Asian,Oil & Gas,Electrician,167.2,2012-06-11,2019-11-07,Termination,0
4029,Southeast Asian,Hospitality,Accountant,303.42,2016-07-03,2018-10-10,Termination,0
4030,South Asian,Retail,Plumber,141.28,2009-10-24,2016-01-20,Contract End,0
4031,South Asian,Hospitality,Helper,124.48,2015-09-28,2018-12-05,Termination,1
4032,Arab,Construction,Cook,132.48,2003-12-22,2010-03-07,Termination,0
4033,South Asian,Hospitality,Labourer,139.25,2011-09-19,2017-02-21,Contract End,0
4034,South Asian,Oil & Gas,Clerk,239.87,2007-09-14,2014-06-02,Resignation,0
4035,Western,Construction,Helper,103.79,2005-02-25,2015-05-23,Resignation,0
4036,South Asian,Construction,Cook,209.15,2009-06-02,2017-11-03,Resignation,0
4037,Southeast Asian,Logistics,IT Professional,538.14,1999-06-09,2010-12-13,Resignation,0
4038,South Asian,Oil & Gas,Engineer,555.7,2009-03-12,2015-03-05,Resignation,0
4039,Southeast Asian,Construction,Manager,1373.55,2014-09-21,2017-02-04,Resignation,0
4040,Southeast Asian,Retail,Plumber,148.66,1999-06-05,2010-07-12,Resignation,1
4041,Arab,Construction,Cook,158.94,2010-12-29,2022-02-22,Termination,0
4042,South Asian,Retail,Clerk,164.78,2008-08-28,2012-07-12,Resignation,0
4043,South Asian,Construction,Electrician,224.19,2016-02-24,2023-06-17,Termination,1
4044,Southeast Asian,Retail,Plumber,147.71,2013-02-24,2019-11-27,Termination,0
4045,Southeast Asian,Retail,Manager,1178.16,2013-01-24,2016-03-12,Resignation,0
4046,Southeast Asian,IT,Nurse,474.38,2007-07-29,2015-03-21,Termination,0
4047,South Asian,Hospitality,Electrician,136.84,2001-06-25,2010-08-25,Resignation,0
4048,Southeast Asian,Hospitality,Cook,217.21,2014-02-16,2024-09-14,Resignation,0
4049,South Asian,Oil & Gas,Driver,142.54,2011-06-24,2012-08-17,Resignation,0
4050,Arab,Construction,Electrician,237.57,2007-11-01,2017-10-25,Resignation,0
4051,South Asian,Finance,Engineer,620.44,2017-11-14,2020-03-26,Termination,1
4052,South Asian,IT,Labourer,106.08,2011-10-29,2016-03-26,Resignation,1
4053,South Asian,Finance,Electrician,233.88,2017-08-30,2020-02-07,Termination,0
4054,South Asian,Hospitality,Clerk,206.99,2014-01-15,2015-04-23,Contract End,0
4055,South Asian,Logistics,Cook,120.0,2016-02-06,2018-02-06,Resignation,0
4056,South Asian,Construction,Labourer,111.98,2006-01-28,2017-04-26,Resignation,0
4057,South Asian,Oil & Gas,Plumber,136.9,2017-05-05,2022-04-13,Contract End,0
4058,Southeast Asian,Hospitality,Cook,135.72,2004-06-24,2016-03-03,Resignation,1
4059,Arab,Retail,Manager,791.16,2006-12-14,2011-05-15,Contract End,0
4060,South Asian,Health,Accountant,302.48,2007-02-16,2016-08-13,Termination,0
4061,South Asian,Retail,IT Professional,503.3,2013-05-24,2020-06-23,Termination,0
4062,Arab,Construction,Clerk,207.1,2001-10-14,2013-06-07,Resignation,0
4063,South Asian,Construction,Electrician,232.9,2009-02-01,2014-07-19,Resignation,0
4064,South Asian,Hospitality,Accountant,437.05,2011-05-05,2022-04-08,Resignation,1
4065,South Asian,Construction,Nurse,518.69,2008-07-27,2020-05-05,Termination,0
4066,South Asian,IT,Helper,103.23,2020-07-24,2022-09-15,Resignation,0
4067,Southeast Asian,Logistics,Labourer,108.25,2018-03-04,2019-10-17,Resignation,0
4068,South Asian,Hospitality,Manager,573.03,2005-10-25,2016-11-29,Resignation,0
4069,Western,Oil & Gas,Driver,192.55,2004-04-17,2014-11-14,Resignation,0
4070,South Asian,Construction,Driver,184.02,2005-12-18,2015-06-12,Resignation,0
4071,South Asian,IT,Cook,198.87,2008-03-15,2011-10-22,Resignation,0
4072,South Asian,Logistics,Engineer,817.58,2013-05-05,2019-03-22,Resignation,0
4073,South Asian,Construction,Engineer,985.59,2017-09-18,2022-08-30,Termination,0
4074,South Asian,Health,Electrician,189.5,2018-04-05,2023-01-12,Resignation,0
4075,South Asian,Construction,IT Professional,351.76,2013-12-20,2024-06-05,Resignation,0
4076,Southeast Asian,Retail,Clerk,234.02,2017-08-22,2023-10-02,Contract End,0
4077,Arab,Oil & Gas,IT Professional,743.85,2011-11-11,2020-07-18,Contract End,0
4078,Southeast Asian,Hospitality,Cook,209.74,2017-11-12,2022-03-26,Termination,1
4079,Western,Health,Cook,128.33,2011-10-08,2018-02-23,Resignation,0
4080,Arab,Logistics,Cook,181.06,2011-02-08,2016-02-27,Resignation,0
4081,South Asian,Construction,Driver,121.1,2008-11-18,2010-03-12,Termination,0
4082,Western,IT,Cook,134.94,2006-03-05,2012-10-02,Resignation,0
4083,Arab,Construction,Labourer,108.85,2011-03-19,2021-10-22,Contract End,0
4084,South Asian,Logistics,Accountant,233.56,2008-09-04,2017-11-05,Resignation,1
4085,Arab,Health,Nurse,556.79,2000-06-08,2010-12-08,Contract End,0
4086,South Asian,Construction,Clerk,210.84,2008-12-14,2015-08-02,Resignation,0
4087,Southeast Asian,Construction,Engineer,661.52,2017-09-14,2024-07-19,Contract End,0
4088,African,Construction,IT Professional,275.9,2008-12-11,2010-12-15,Termination,0
4089,Southeast Asian,Construction,Driver,189.3,2013-05-09,2022-08-22,Contract End,0
4090,South Asian,Retail,Electrician,239.75,2016-05-16,2019-02-23,Resignation,0
4091,South Asian,Hospitality,Accountant,257.67,2014-01-04,2016-05-08,Termination,0
4092,South Asian,Oil & Gas,Electrician,219.86,2017-12-03,2024-03-05,Resignation,0
4093,South Asian,Construction,Manager,630.94,2002-09-18,2013-02-14,Termination,0
4094,Southeast Asian,Health,Nurse,582.95,2019-01-05,2020-09-08,Resignation,0
4095,South Asian,Oil & Gas,Manager,1459.01,2009-12-27,2017-02-14,Termination,0
4096,Southeast Asian,Retail,Electrician,187.84,2004-05-02,2014-07-09,Resignation,0
4097,South Asian,Hospitality,Cook,188.49,2010-02-25,2021-02-16,Termination,0
4098,Arab,Retail,Helper,124.99,2005-01-29,2013-12-31,Resignation,0
4099,Southeast Asian,Hospitality,IT Professional,695.79,2013-03-14,2017-06-28,Contract End,0
4100,South Asian,Construction,Engineer,1189.53,2000-12-07,2011-04-26,Resignation,0
4101,South Asian,Construction,Helper,116.56,2008-08-01,2019-12-20,Termination,0
4102,South Asian,Health,Nurse,555.23,2012-03-16,2023-10-21,Resignation,1
4103,South Asian,IT,Accountant,422.45,2017-01-24,2023-04-07,Termination,0
4104,South Asian,Construction,Nurse,502.2,2007-07-02,2018-08-18,Contract End,0
4105,South Asian,Logistics,Electrician,132.14,2008-08-24,2014-04-04,Resignation,1
4106,Southeast Asian,Construction,Manager,1253.04,2004-10-23,2010-01-13,Resignation,0
4107,South Asian,Logistics,Clerk,160.74,2010-03-31,2020-11-19,Resignation,0
4108,South Asian,Retail,Clerk,216.65,2017-07-23,2021-05-16,Resignation,0
4109,Southeast Asian,Construction,Clerk,188.66,2007-10-04,2015-12-08,Resignation,0
4110,South Asian,Oil & Gas,Accountant,288.93,2007-07-21,2016-11-04,Contract End,0
4111,South Asian,Retail,IT Professional,530.82,1999-02-04,2010-12-16,Termination,0
4112,Arab,Health,Nurse,349.32,2008-10-07,2017-07-11,Termination,1
4113,South Asian,IT,Manager,1739.43,2011-09-01,2015-04-03,Resignation,0
4114,African,Construction,Manager,557.64,2015-07-14,2016-12-23,Resignation,1
4115,South Asian,Health,Cook,181.5,2009-10-02,2015-11-24,Termination,0
4116,South Asian,Oil & Gas,Plumber,150.93,2006-06-11,2016-10-19,Resignation,0
4117,South Asian,Retail,Nurse,467.11,2004-08-24,2014-02-18,Resignation,0
4118,Arab,Hospitality,Cook,190.68,2017-11-16,2022-03-21,Termination,0
4119,South Asian,IT,IT Professional,465.61,2000-02-26,2010-10-06,Termination,0
4120,South Asian,Construction,IT Professional,673.91,2020-07-16,2021-08-30,Termination,0
4121,South Asian,Retail,Engineer,736.92,2010-04-29,2017-08-26,Resignation,0
4122,South Asian,Logistics,Clerk,231.75,2009-07-29,2011-09-01,Resignation,0
4123,South Asian,Oil & Gas,Driver,130.14,2012-06-06,2017-11-01,Resignation,1
4124,South Asian,Construction,Helper,132.29,2004-09-09,2016-01-08,Contract End,0
4125,South Asian,Retail,Plumber,132.26,2019-11-15,2024-03-03,Termination,0
4126,Southeast Asian,Retail,Clerk,178.36,2016-11-04,2024-03-09,Contract End,0
4127,Southeast Asian,Retail,Manager,961.02,2021-03-30,2022-07-22,Termination,1
4128,South Asian,IT,Manager,1919.45,2020-04-27,2024-07-10,Resignation,0
4129,South Asian,Construction,Electrician,153.8,2017-01-01,2022-04-08,Termination,0
4130,South Asian,Retail,Accountant,291.17,2013-10-13,2024-08-19,Termination,0
4131,South Asian,Health,Helper,124.25,2008-06-03,2010-07-08,Termination,0
4132,South Asian,Hospitality,IT Professional,376.25,2016-01-07,2023-10-23,Termination,0
4133,Arab,Construction,Engineer,806.02,2017-01-15,2021-03-06,Resignation,0
4134,South Asian,Retail,Driver,124.74,2011-03-21,2020-01-13,Resignation,1
4135,South Asian,Retail,Manager,773.89,2013-03-23,2015-08-15,Contract End,0
4136,South Asian,Construction,Accountant,436.69,2016-05-02,2021-11-22,Resignation,0
4137,South Asian,Oil & Gas,Labourer,108.28,2010-06-10,2019-07-14,Resignation,0
4138,South Asian,Construction,Engineer,505.53,2000-09-30,2010-01-07,Termination,0
4139,South Asian,Logistics,Plumber,245.23,2015-09-03,2019-04-09,Resignation,0
4140,Southeast Asian,Health,Cook,130.96,2014-09-20,2016-02-01,Resignation,0
4141,Southeast Asian,Health,Electrician,146.32,2018-05-09,2021-05-16,Resignation,0
4142,South Asian,Health,Accountant,204.17,2008-11-26,2012-05-23,Resignation,0
4143,South Asian,Retail,Electrician,126.67,2006-07-20,2013-01-07,Termination,0
4144,South Asian,Oil & Gas,Nurse,525.65,2018-08-31,2020-08-28,Resignation,0
4145,South Asian,Retail,Plumber,226.57,2009-03-29,2018-06-10,Resignation,1
4146,Southeast Asian,Construction,Clerk,200.88,2011-03-06,2022-05-19,Resignation,0
4147,South Asian,Logistics,Manager,1038.06,2008-12-23,2014-10-14,Resignation,1
4148,Southeast Asian,Logistics,Cook,158.84,2020-01-29,2022-06-12,Termination,0
4149,Southeast Asian,IT,Helper,125.59,2008-05-17,2014-11-18,Resignation,0
4150,Southeast Asian,Health,Engineer,593.09,2015-02-26,2021-10-19,Resignation,0
4151,South Asian,IT,Cook,137.8,2007-12-06,2016-04-30,Resignation,0
4152,South Asian,Oil & Gas,Nurse,402.66,2009-05-14,2017-07-01,Resignation,1
4153,South Asian,Logistics,Engineer,586.47,2019-09-07,2020-10-11,Termination,1
4154,South Asian,Finance,Manager,1673.76,2013-05-23,2017-09-14,Resignation,0
4155,South Asian,Construction,IT Professional,751.15,2003-08-26,2012-08-24,Contract End,0
4156,South Asian,Construction,Driver,175.19,2002-07-15,2012-04-11,Resignation,1
4157,South Asian,IT,Cook,137.78,2009-05-06,2016-02-21,Resignation,0
4158,South Asian,Hospitality,Accountant,317.64,2010-09-26,2016-06-01,Resignation,0
4159,Southeast Asian,Construction,Helper,126.28,2009-01-30,2011-05-22,Resignation,0
4160,South Asian,Finance,Electrician,181.48,2018-04-12,2020-01-21,Termination,1
4161,Southeast Asian,Construction,Accountant,209.16,2010-01-01,2013-05-16,Resignation,0
4162,South Asian,Oil & Gas,Labourer,120.81,2010-08-02,2011-12-10,Resignation,0
4163,South Asian,IT,Labourer,102.1,2011-09-24,2022-02-10,Resignation,0
4164,South Asian,Finance,Clerk,246.65,2007-03-25,2013-12-15,Termination,0
4165,Southeast Asian,Retail,Accountant,320.22,2008-04-04,2011-09-24,Resignation,0
4166,Arab,Construction,Clerk,247.05,2007-12-18,2011-06-21,Resignation,0
4167,Western,Construction,Helper,116.35,2010-01-11,2014-07-23,Termination,0
4168,South Asian,Retail,Driver,154.38,2012-09-17,2021-06-17,Termination,0
4169,South Asian,Retail,Helper,134.03,2008-12-28,2012-06-10,Resignation,0
4170,Southeast Asian,Hospitality,Manager,896.59,2012-08-30,2014-11-01,Resignation,0
4171,Arab,Construction,Clerk,192.12,2013-07-08,2017-05-18,Resignation,0
4172,South Asian,Logistics,Labourer,113.32,2012-08-12,2016-11-12,Resignation,0
4173,Southeast Asian,Logistics,Helper,116.34,2005-08-26,2011-04-04,Resignation,1
4174,Arab,Oil & Gas,Nurse,592.28,2013-01-31,2014-03-29,Contract End,1
4175,South Asian,Oil & Gas,Engineer,481.84,2004-01-06,2011-06-25,Termination,1
4176,South Asian,Construction,Cook,197.76,2013-05-16,2020-10-03,Termination,0
4177,Arab,Construction,Helper,136.66,2005-02-23,2015-01-16,Contract End,0
4178,South Asian,Construction,Labourer,111.53,2009-12-31,2018-06-11,Resignation,0
4179,South Asian,Construction,Helper,119.61,2009-04-27,2019-09-06,Resignation,0
4180,Western,IT,Accountant,308.79,2006-07-08,2015-10-22,Resignation,0
4181,Arab,Construction,Helper,100.81,1998-07-08,2010-02-11,Termination,0
4182,Arab,Logistics,Plumber,136.43,2013-03-19,2017-01-11,Resignation,0
4183,Southeast Asian,Logistics,IT Professional,413.69,2012-08-15,2019-11-12,Termination,1
4184,Southeast Asian,Construction,Manager,1335.6,2013-12-01,2016-05-03,Resignation,0
4185,Western,Logistics,Driver,153.99,2012-05-18,2017-06-19,Termination,0
4186,South Asian,Oil & Gas,Nurse,433.53,2016-09-17,2020-09-12,Resignation,0
4187,South Asian,Construction,IT Professional,665.16,2011-02-04,2015-09-05,Resignation,0
4188,Arab,Retail,Accountant,412.61,2018-09-14,2021-09-08,Termination,0
4189,South Asian,Construction,Plumber,166.71,2015-07-03,2018-01-28,Resignation,0
4190,South Asian,Oil & Gas,Cook,206.46,2005-06-19,2011-06-07,Contract End,0
4191,Southeast Asian,Hospitality,Clerk,240.09,2013-08-12,2015-10-11,Termination,0
4192,South Asian,Construction,Helper,124.94,2001-09-23,2013-03-31,Contract End,0
4193,South Asian,Construction,Manager,1449.54,2001-01-24,2010-01-30,Termination,0
4194,Southeast Asian,Finance,Electrician,231.31,2005-02-16,2012-01-13,Resignation,0
4195,Southeast Asian,Finance,Driver,159.19,2016-11-17,2020-04-17,Resignation,0
